  
       XFOIL         Version 6.96
  
 Calculated polar for: NACA 63-412 AIRFOIL                             
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.200 e 6     Ncrit =   5.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
 -11.250  -0.5922   0.06654   0.06268  -0.0567   1.0000   0.0176
 -11.000  -0.6185   0.05869   0.05470  -0.0629   1.0000   0.0176
 -10.750  -0.6387   0.05337   0.04925  -0.0664   1.0000   0.0175
 -10.500  -0.6626   0.04883   0.04454  -0.0678   1.0000   0.0175
 -10.250  -0.6859   0.04557   0.04111  -0.0665   1.0000   0.0175
 -10.000  -0.7050   0.04177   0.03699  -0.0647   1.0000   0.0176
  -9.750  -0.7158   0.03843   0.03329  -0.0625   1.0000   0.0178
  -9.500  -0.7160   0.03625   0.03096  -0.0604   1.0000   0.0180
  -9.250  -0.7064   0.03457   0.02915  -0.0595   0.9983   0.0184
  -9.000  -0.6795   0.03247   0.02681  -0.0618   0.9912   0.0190
  -8.750  -0.6503   0.03076   0.02489  -0.0642   0.9852   0.0201
  -8.500  -0.6232   0.02850   0.02223  -0.0659   0.9777   0.0213
  -8.250  -0.5942   0.02623   0.01947  -0.0675   0.9714   0.0224
  -8.000  -0.5650   0.02427   0.01728  -0.0689   0.9649   0.0232
  -7.750  -0.5349   0.02305   0.01598  -0.0703   0.9581   0.0241
  -7.500  -0.5035   0.02210   0.01492  -0.0718   0.9514   0.0255
  -7.250  -0.4725   0.02108   0.01370  -0.0729   0.9445   0.0272
  -7.000  -0.4418   0.02000   0.01244  -0.0739   0.9370   0.0284
  -6.750  -0.4122   0.01882   0.01117  -0.0747   0.9295   0.0295
  -6.500  -0.3830   0.01800   0.01034  -0.0755   0.9209   0.0313
  -6.250  -0.3545   0.01734   0.00960  -0.0760   0.9118   0.0334
  -6.000  -0.3259   0.01664   0.00880  -0.0764   0.9033   0.0353
  -5.750  -0.2995   0.01603   0.00809  -0.0763   0.8936   0.0369
  -5.500  -0.2731   0.01528   0.00731  -0.0765   0.8852   0.0397
  -5.250  -0.2468   0.01483   0.00680  -0.0765   0.8759   0.0433
  -5.000  -0.2200   0.01439   0.00626  -0.0764   0.8677   0.0467
  -4.750  -0.1937   0.01387   0.00571  -0.0764   0.8592   0.0521
  -4.500  -0.1670   0.01347   0.00526  -0.0764   0.8511   0.0603
  -4.250  -0.1402   0.01303   0.00483  -0.0764   0.8430   0.0753
  -4.000  -0.1138   0.01252   0.00446  -0.0765   0.8350   0.1122
  -3.750  -0.0878   0.01177   0.00405  -0.0768   0.8273   0.2014
  -3.500  -0.0625   0.01089   0.00375  -0.0771   0.8195   0.3463
  -3.250  -0.0360   0.01049   0.00365  -0.0771   0.8119   0.4466
  -3.000  -0.0089   0.01033   0.00360  -0.0769   0.8044   0.5004
  -2.750   0.0183   0.01025   0.00359  -0.0767   0.7970   0.5456
  -2.500   0.0455   0.01022   0.00360  -0.0764   0.7897   0.5836
