  
       XFOIL         Version 6.96
  
 Calculated polar for: NACA 63-412 AIRFOIL                             
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.500 e 6     Ncrit =   5.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
 -13.500  -0.8163   0.05641   0.05349  -0.0612   1.0000   0.0093
 -13.250  -0.8408   0.04909   0.04595  -0.0664   1.0000   0.0093
 -13.000  -0.8587   0.04361   0.04028  -0.0698   1.0000   0.0093
 -12.750  -0.8743   0.03910   0.03556  -0.0717   1.0000   0.0094
 -12.500  -0.8787   0.03634   0.03264  -0.0723   1.0000   0.0095
 -12.250  -0.8858   0.03366   0.02979  -0.0720   1.0000   0.0097
 -12.000  -0.8929   0.03159   0.02756  -0.0704   1.0000   0.0098
 -11.750  -0.8958   0.02978   0.02557  -0.0684   1.0000   0.0100
 -11.500  -0.8925   0.02801   0.02360  -0.0667   1.0000   0.0102
 -11.250  -0.8851   0.02651   0.02191  -0.0651   1.0000   0.0104
 -11.000  -0.8750   0.02522   0.02044  -0.0635   1.0000   0.0106
 -10.750  -0.8602   0.02381   0.01890  -0.0629   0.9986   0.0109
 -10.500  -0.8323   0.02274   0.01772  -0.0644   0.9920   0.0112
 -10.250  -0.8024   0.02190   0.01680  -0.0661   0.9863   0.0116
 -10.000  -0.7721   0.02119   0.01601  -0.0676   0.9802   0.0122
  -9.750  -0.7407   0.02030   0.01500  -0.0694   0.9742   0.0128
  -9.500  -0.7108   0.01935   0.01389  -0.0707   0.9661   0.0133
  -9.250  -0.6795   0.01848   0.01284  -0.0722   0.9582   0.0138
  -9.000  -0.6490   0.01743   0.01170  -0.0738   0.9492   0.0144
  -8.750  -0.6192   0.01681   0.01102  -0.0748   0.9386   0.0150
  -8.500  -0.5904   0.01625   0.01038  -0.0756   0.9280   0.0156
  -8.250  -0.5631   0.01576   0.00979  -0.0759   0.9168   0.0163
  -8.000  -0.5374   0.01528   0.00919  -0.0758   0.9050   0.0171
  -7.750  -0.5121   0.01485   0.00864  -0.0756   0.8931   0.0177
  -7.500  -0.4883   0.01417   0.00788  -0.0752   0.8813   0.0184
  -7.250  -0.4632   0.01373   0.00736  -0.0750   0.8706   0.0192
  -7.000  -0.4376   0.01337   0.00693  -0.0748   0.8602   0.0201
  -6.750  -0.4116   0.01303   0.00652  -0.0747   0.8514   0.0211
  -6.500  -0.3856   0.01269   0.00609  -0.0745   0.8424   0.0221
  -6.250  -0.3593   0.01232   0.00563  -0.0744   0.8343   0.0229
  -6.000  -0.3334   0.01187   0.00513  -0.0743   0.8261   0.0242
  -5.750  -0.3066   0.01157   0.00479  -0.0743   0.8180   0.0257
  -5.500  -0.2796   0.01132   0.00446  -0.0743   0.8101   0.0274
  -5.250  -0.2523   0.01108   0.00415  -0.0743   0.8026   0.0288
  -5.000  -0.2253   0.01074   0.00377  -0.0743   0.7952   0.0313
  -4.750  -0.1977   0.01050   0.00350  -0.0744   0.7878   0.0341
  -4.500  -0.1701   0.01032   0.00325  -0.0744   0.7803   0.0371
  -4.250  -0.1425   0.01007   0.00300  -0.0745   0.7732   0.0432
  -4.000  -0.1147   0.00986   0.00278  -0.0746   0.7661   0.0511
  -3.750  -0.0869   0.00964   0.00257  -0.0747   0.7592   0.0654
  -3.250  -0.0316   0.00895   0.00215  -0.0752   0.7448   0.1510
  -3.000  -0.0041   0.00844   0.00193  -0.0756   0.7375   0.2369
  -2.750   0.0233   0.00790   0.00173  -0.0761   0.7307   0.3439
  -2.500   0.0514   0.00757   0.00164  -0.0764   0.7232   0.4223
  -2.250   0.0795   0.00744   0.00157  -0.0765   0.7164   0.4656
  -2.000   0.1078   0.00729   0.00156  -0.0767   0.7090   0.5146
  -1.750   0.1359   0.00723   0.00155  -0.0767   0.7020   0.5494
  -1.500   0.1644   0.00719   0.00155  -0.0769   0.6948   0.5735
  -1.250   0.1927   0.00717   0.00153  -0.0769   0.6876   0.5910
  -1.000   0.2213   0.00717   0.00152  -0.0770   0.6806   0.6023
  -0.750   0.2497   0.00717   0.00151  -0.0771   0.6732   0.6127
  -0.500   0.2781   0.00718   0.00151  -0.0772   0.6663   0.6220
  -0.250   0.3066   0.00720   0.00152  -0.0773   0.6589   0.6313
   0.000   0.3350   0.00722   0.00154  -0.0774   0.6519   0.6398
   0.250   0.3634   0.00725   0.00157  -0.0775   0.6444   0.6489
   0.500   0.3917   0.00729   0.00160  -0.0775   0.6374   0.6579
   0.750   0.4201   0.00732   0.00165  -0.0776   0.6296   0.6664
   1.000   0.4484   0.00738   0.00169  -0.0777   0.6224   0.6755
   1.250   0.4766   0.00742   0.00175  -0.0778   0.6143   0.6837
   1.500   0.5048   0.00748   0.00181  -0.0778   0.6065   0.6923
   1.750   0.5329   0.00753   0.00188  -0.0778   0.5979   0.7000
   2.000   0.5611   0.00760   0.00195  -0.0779   0.5896   0.7083
   2.250   0.5888   0.00767   0.00204  -0.0779   0.5802   0.7158
   2.500   0.6167   0.00775   0.00212  -0.0779   0.5689   0.7240
   2.750   0.6441   0.00784   0.00222  -0.0778   0.5555   0.7312
   3.000   0.6714   0.00796   0.00233  -0.0777   0.5404   0.7393
   3.250   0.6981   0.00809   0.00245  -0.0775   0.5221   0.7468
   3.500   0.7246   0.00827   0.00257  -0.0772   0.5013   0.7550
   3.750   0.7499   0.00851   0.00273  -0.0768   0.4658   0.7627
   4.000   0.7744   0.00887   0.00292  -0.0763   0.4192   0.7711
   4.250   0.7989   0.00922   0.00316  -0.0758   0.3816   0.7791
   4.500   0.8219   0.00974   0.00347  -0.0752   0.3270   0.7877
   4.750   0.8428   0.01047   0.00391  -0.0743   0.2584   0.7964
   5.000   0.8639   0.01120   0.00437  -0.0734   0.1974   0.8053
   5.250   0.8843   0.01198   0.00487  -0.0724   0.1377   0.8149
   5.500   0.9050   0.01266   0.00536  -0.0715   0.0933   0.8244
   5.750   0.9268   0.01324   0.00581  -0.0707   0.0653   0.8347
   6.000   0.9495   0.01367   0.00622  -0.0700   0.0504   0.8455
   6.250   0.9720   0.01407   0.00662  -0.0692   0.0411   0.8567
   6.500   0.9942   0.01448   0.00705  -0.0683   0.0345   0.8688
   6.750   1.0164   0.01483   0.00744  -0.0674   0.0307   0.8821
   7.000   1.0368   0.01525   0.00789  -0.0662   0.0268   0.8975
   7.250   1.0568   0.01555   0.00828  -0.0649   0.0246   0.9178
   7.500   1.0781   0.01590   0.00871  -0.0638   0.0222   0.9809
   7.750   1.1004   0.01643   0.00926  -0.0632   0.0204   1.0000
   8.000   1.1226   0.01692   0.00979  -0.0626   0.0190   1.0000
   8.250   1.1438   0.01746   0.01036  -0.0618   0.0178   1.0000
   8.500   1.1635   0.01808   0.01100  -0.0608   0.0167   1.0000
   8.750   1.1818   0.01877   0.01173  -0.0596   0.0159   1.0000
   9.000   1.2002   0.01939   0.01242  -0.0584   0.0154   1.0000
   9.250   1.2164   0.02005   0.01313  -0.0568   0.0149   1.0000
   9.500   1.2308   0.02073   0.01387  -0.0550   0.0144   1.0000
   9.750   1.2442   0.02147   0.01466  -0.0531   0.0140   1.0000
  10.000   1.2570   0.02226   0.01551  -0.0512   0.0136   1.0000
  10.250   1.2689   0.02312   0.01642  -0.0494   0.0132   1.0000
  10.500   1.2790   0.02415   0.01750  -0.0475   0.0128   1.0000
  10.750   1.2858   0.02545   0.01886  -0.0454   0.0124   1.0000
  11.000   1.2965   0.02653   0.02003  -0.0439   0.0123   1.0000
  11.250   1.3063   0.02774   0.02133  -0.0424   0.0121   1.0000
  11.500   1.3153   0.02905   0.02273  -0.0409   0.0119   1.0000
  11.750   1.3236   0.03048   0.02427  -0.0396   0.0117   1.0000
  12.000   1.3317   0.03199   0.02587  -0.0383   0.0115   1.0000
  12.250   1.3390   0.03361   0.02759  -0.0372   0.0114   1.0000
  12.500   1.3462   0.03530   0.02938  -0.0362   0.0112   1.0000
  12.750   1.3526   0.03711   0.03129  -0.0352   0.0110   1.0000
  13.000   1.3591   0.03897   0.03324  -0.0345   0.0108   1.0000
  13.250   1.3651   0.04091   0.03528  -0.0338   0.0106   1.0000
  13.500   1.3709   0.04292   0.03737  -0.0333   0.0104   1.0000
  13.750   1.3753   0.04514   0.03969  -0.0329   0.0102   1.0000
  14.000   1.3791   0.04747   0.04213  -0.0327   0.0101   1.0000
  14.250   1.3811   0.05009   0.04484  -0.0326   0.0099   1.0000
  14.500   1.3816   0.05298   0.04783  -0.0326   0.0098   1.0000
  14.750   1.3804   0.05617   0.05114  -0.0328   0.0097   1.0000
  15.000   1.3768   0.05980   0.05489  -0.0331   0.0095   1.0000
  15.250   1.3725   0.06367   0.05891  -0.0338   0.0094   1.0000
