NACA 65-203 no camber
 26. 26.
 
-0.00000    -0.00007
 0.00460     0.00225
 0.00706     0.00277
 0.01200     0.00350
 0.02444     0.00472
 0.04939     0.00655
 0.07437     0.00799
 0.09936     0.00921
 0.14939     0.01112
 0.19945     0.01257
 0.24953     0.01365
 0.29962     0.01439
 0.34971     0.01484
 0.39981     0.01500
 0.44990     0.01484
 0.50000     0.01433
 0.55009     0.01345
 0.60016     0.01229
 0.65022     0.01092
 0.70026     0.00937
 0.75028     0.00770
 0.80027     0.00594
 0.85024     0.00416
 0.90018     0.00245
 0.95009     0.00093
 1.00000    -0.00000

-0.00000    -0.00007
 0.00540    -0.00260
 0.00794    -0.00306
 0.01300    -0.00376
 0.02556    -0.00495
 0.05061    -0.00675
 0.07563    -0.00816
 0.10064    -0.00935
 0.15061    -0.01122
 0.20055    -0.01264
 0.25047    -0.01369
 0.30038    -0.01441
 0.35029    -0.01485
 0.40019    -0.01500
 0.45010    -0.01483
 0.50000    -0.01432
 0.54991    -0.01345
 0.59984    -0.01229
 0.64978    -0.01092
 0.69974    -0.00938
 0.74972    -0.00771
 0.79973    -0.00596
 0.84976    -0.00418
 0.89982    -0.00246
 0.94991    -0.00094
 1.00000    -0.00000
